name,address,lat,lng,rating,userRatingCount,priceLevel,website
El Borrego Viudo,"Av. Revolución 241, Tacubaya, Miguel Hidalgo, 11870 Ciudad de México, CDMX, Mexico",19.3994135,-99.1852371,4.2,42580.0,PRICE_LEVEL_MODERATE,http://www.taqueriaelborregoviudo.mx/
Tortas Gigantes Sur 12,"Av Sur 12 277, Agrícola Oriental, Iztacalco, 08500 Ciudad de México, CDMX, Mexico",19.3970207,-99.0719042,4.3,33015.0,PRICE_LEVEL_MODERATE,
Los Especiales,"Av Francisco I. Madero 71, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.4331589,-99.13459,4.3,23855.0,PRICE_LEVEL_INEXPENSIVE,
Taquerías el Fogón,"Av. Dr. Gustavo Baz 193B, El Mirador, 54080 Tlalnepantla, Méx., Mexico",19.5168646,-99.2147582,4.5,23473.0,PRICE_LEVEL_MODERATE,
"Pa’Tacos ""El Papi""","Ote 91 3229, Mártires de Río Blanco, Gustavo A. Madero, 07880 Ciudad de México, CDMX, Mexico",19.4605565,-99.1113377,4.5,19153.0,PRICE_LEVEL_INEXPENSIVE,https://www.facebook.com/Tacos-El-Papi-217366711739818/
Tacos Chupacabras,"Av. Río Churubusco Av, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, Mexico",19.3585498,-99.1696584,4.2,17789.0,PRICE_LEVEL_INEXPENSIVE,
Tortas El Paisa,"La Coruña 302, Viaducto Piedad, Iztacalco, 08200 Ciudad de México, CDMX, Mexico",19.4010841,-99.1314482,4.3,15280.0,PRICE_LEVEL_MODERATE,
La Casa de Toño,"Av. Montevideo 363-201, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4910066,-99.133694,4.4,14973.0,PRICE_LEVEL_INEXPENSIVE,https://sucursales.lacasadetono.mx/cdmx/gustavo-a-madero/lindavista/plaza-lindavista
La Casa de Toño,"Canal Río Churubusco 1635, CEDA, Iztapalapa, 09040 Ciudad de México, CDMX, Mexico",19.37641,-99.0955756,4.4,14785.0,PRICE_LEVEL_INEXPENSIVE,
El Vilsito,"Petén 248 y, Av. Universidad, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3893341,-99.1527936,4.3,14732.0,PRICE_LEVEL_MODERATE,https://el-vilsito.shop/
Taquería Orinoco,"Av. Álvaro Obregón 100, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4181699,-99.1592295,4.5,14508.0,PRICE_LEVEL_MODERATE,http://www.taqueriaorinoco.com/
Tacos Los Güeros,"Lorenzo Boturini 4354, Aeronáutica Militar, Venustiano Carranza, 15980 Ciudad de México, CDMX, Mexico",19.4167134,-99.1172412,4.1,14272.0,PRICE_LEVEL_MODERATE,
Vips,"Av. Miguel Othón de Mendizábal Ote. 343, Col, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",19.5065302,-99.1460622,4.0,14054.0,PRICE_LEVEL_MODERATE,https://vips.com.mx/
Restaurante Taquería Los Cocuyos Cdmx,"Simón Bolívar 59, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.4302794,-99.1387977,4.1,12211.0,PRICE_LEVEL_INEXPENSIVE,
Taqueria Arandas,"Av. 5 de Mayo 46, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.4343233,-99.1358652,4.2,10582.0,PRICE_LEVEL_INEXPENSIVE,
Mochomos,"Av. Paseo de las Palmas 781, Lomas de Chapultepec, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4292347,-99.2163864,4.9,10499.0,PRICE_LEVEL_EXPENSIVE,http://mochomos.mx/
Taquería El Califa,"Av. P.º de la Reforma 382, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4255715,-99.1694757,4.3,9685.0,PRICE_LEVEL_MODERATE,https://www.elcalifa.com.mx/
La casa de Toño,"Local JA-01. Col. Alc, Av. Tlahuac 4409, Lomas Estrella 2da Secc, Iztapalapa, 09890 Ciudad de México, CDMX, Mexico",19.321449,-99.0939636,4.3,8812.0,PRICE_LEVEL_INEXPENSIVE,http://lacasadetono.mx/
La Casa de Toño en Las Águilas,"Calz. de las Águilas 1019, Amp Águilas, Álvaro Obregón, 01759 Ciudad de México, CDMX, Mexico",19.3504268,-99.2215177,4.4,8732.0,PRICE_LEVEL_INEXPENSIVE,https://sucursales.lacasadetono.mx/cdmx/alvaro-obregon/las-aguilas-extension/las-aguilas
Tacos ''Las Muñecas'' Toltecas,"C. Toltecas 58, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX, Mexico",19.3222721,-99.1635875,4.3,8602.0,PRICE_LEVEL_MODERATE,https://m.facebook.com/tacoslasmunecas/?locale2=es_LA
Tacos Manolo,"Luz Saviñon 1305, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3906837,-99.1570749,4.3,8394.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/373152882790878/
Tacos Los Güeros de la Moctezuma,"Av Emilio Carranza, Moctezuma 2da Secc, Venustiano Carranza, 15530 Ciudad de México, CDMX, Mexico",19.4304764,-99.100191,4.4,8235.0,PRICE_LEVEL_MODERATE,http://www.facebook.com/226679224009038
Tortas Al Fuego,"Av Sonora 205, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",19.4126412,-99.1668835,4.4,8226.0,PRICE_LEVEL_INEXPENSIVE,https://tortasalfuego.shop/
Taquería Don Frank,"Monterrey 370, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico",19.404158,-99.1605305,4.7,8048.0,PRICE_LEVEL_MODERATE,https://flow.page/donfranktaquerias
Taquerias Brasil Copacabana (Coapa),"Calle San Juan de Dios, Coapa, Prados Coapa 3ra Secc, Tlalpan, 14357 Ciudad de México, CDMX, Mexico",19.2954425,-99.1328794,4.2,7703.0,PRICE_LEVEL_MODERATE,http://copacabana.com.mx/
Taquería Los Güeros 2,"C. Sur 103 401, Héroes de Churubusco, Iztapalapa, 09090 Ciudad de México, CDMX, Mexico",19.3617464,-99.1197896,4.4,7698.0,PRICE_LEVEL_MODERATE,http://www.taquerialosgueros.com/
Santana Insurgentes,"Av. de los Insurgentes Sur 1269, Extremadura Insurgentes, Benito Juárez, 03740 Ciudad de México, CDMX, Mexico",19.3749595,-99.1788284,3.8,7439.0,PRICE_LEVEL_INEXPENSIVE,https://botanerosantana.bookersnap.com/
Ojo de Agua,"Calz. San Juan de Aragón 440, Constitución de la República, Gustavo A. Madero, 07469 Ciudad de México, CDMX, Mexico",19.4794523,-99.0981773,4.1,7367.0,PRICE_LEVEL_MODERATE,
Taquería Los Pericos,"Enrique Rébsamen 701-A, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3897397,-99.1595932,4.3,7237.0,PRICE_LEVEL_INEXPENSIVE,
Taquería Los Abogados,"C. Nte. 172 510, Pensador Mexicano, Venustiano Carranza, 15510 Ciudad de México, CDMX, Mexico",19.4436932,-99.087652,4.3,7198.0,PRICE_LEVEL_MODERATE,
La Pingüica,"Calz México-Tacuba 19-E, Agricultura, Miguel Hidalgo, 11360 Ciudad de México, CDMX, Mexico",19.4441399,-99.1662598,4.4,7183.0,PRICE_LEVEL_INEXPENSIVE,
Los Milanesos,"C. Glaciar 340, Olivar de los Padres, Álvaro Obregón, 01780 Ciudad de México, CDMX, Mexico",19.3376863,-99.2204264,4.4,7162.0,PRICE_LEVEL_INEXPENSIVE,
El Rey del Suadero,"Av. Horacio 206, Polanco, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4329399,-99.1843958,4.2,7005.0,PRICE_LEVEL_INEXPENSIVE,
Los Panchos Restaurant,"Tolstoi 9, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4255114,-99.1773028,4.3,6702.0,PRICE_LEVEL_MODERATE,http://lospanchos.mx/
"El Tizoncito, Creadores del Taco al Pastor","Av. Tamaulipas 122, Colonia Condesa, Cuauhtémoc, 06140 Ciudad de México, CDMX, Mexico",19.4098131,-99.1752306,4.2,6576.0,PRICE_LEVEL_MODERATE,http://www.eltizoncito.com.mx/
Taquería El Paisa,"Calz. Azcapotzalco - La Villa 1283, Montevideo, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4909773,-99.1358836,4.3,6390.0,PRICE_LEVEL_MODERATE,
Taquería Pepe Coyotes Coyoacán,"Av Miguel Hidalgo 297, Del Carmen, Coyoacán, 04100 Ciudad de México, CDMX, Mexico",19.3498122,-99.161248,4.5,6332.0,PRICE_LEVEL_MODERATE,http://pepecoyotes.com/
Taquería Tlaquepaque,"Av Independencia 4, Colonia Centro, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",19.4326999,-99.1415405,4.0,6215.0,PRICE_LEVEL_MODERATE,
Hostal de Los Quesos,"C. Pilares 205, Col del Valle Sur, Benito Juárez, 03104 Ciudad de México, CDMX, Mexico",19.3784202,-99.1691219,4.3,6181.0,PRICE_LEVEL_MODERATE,http://www.hostaldelosquesos.com.mx/
Toks Aragón,"Av. Central 263 colonia, Valle de Aragon, 55280 Ecatepec de Morelos, Méx., Mexico",19.4994155,-99.0435421,4.3,6163.0,PRICE_LEVEL_MODERATE,http://www.toks.com.mx/
"Tacos ""El Paisa""","Joaquin Garcia Icazbalceta 36, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Mexico",19.4407934,-99.1610027,4.2,6146.0,PRICE_LEVEL_MODERATE,
Taquería Orinoco,"Florencia 18, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.4256885,-99.166708,4.5,6133.0,,http://www.taqueriaorinoco.com/
Taquería La Tapatía,"Pte. 112 #855, Magdalena de las Salinas, Gustavo A. Madero, 07760 Ciudad de México, CDMX, Mexico",19.4790993,-99.1474824,4.3,6114.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/TaqueriasLaTapatia
El Charco de las Ranas 3 - Pedregal,"Blvd. Adolfo López Mateos 2772, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.324439,-99.21497,4.3,6084.0,PRICE_LEVEL_MODERATE,https://www.elcharco.com/
Tacos El Buen Tono,"Av la Fortuna 130, Tepeyac Insurgentes, Gustavo A. Madero, 07020 Ciudad de México, CDMX, Mexico",19.4808658,-99.1236852,4.4,5978.0,PRICE_LEVEL_MODERATE,
Tacos La Morena,"Lago Gascasónica 111, San Diego Ocoyoacac, Miguel Hidalgo, 11290 Ciudad de México, CDMX, Mexico",19.4614366,-99.1924387,4.5,5969.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/Tacos-La-Morena-146618418862078/
Taquería El Califa,"Altata 22, Hipódromo, Cuauhtémoc, 06170 Ciudad de México, CDMX, Mexico",19.4063602,-99.1725369,4.4,5938.0,PRICE_LEVEL_MODERATE,http://www.elcalifa.com.mx/
Tacos Charly,"Av. San Fernando 201, Toriello Guerra, Tlalpan, 14050 Ciudad de México, CDMX, Mexico",19.2933371,-99.1699589,4.3,5880.0,PRICE_LEVEL_MODERATE,
Tacos Los Güeros,"Ermita Iztapalapa 2667, Sta Cruz Meyehualco, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3425864,-99.0444762,4.4,5852.0,PRICE_LEVEL_MODERATE,
Bigos Tacos,"Calle 3 27 Olivar del Conde, 1a, Sección, Álvaro Obregón, 01400 Ciudad de México, CDMX, Mexico",19.3749208,-99.2033506,4.4,5843.0,PRICE_LEVEL_MODERATE,http://www.bigostacos.com.mx/
Cangrejito Mi Rey,"Av. Taxímetros 105, Bosques de Aragon, 57180 Cdad. Nezahualcóyotl, Méx., Mexico",19.4597623,-99.0460154,4.4,5740.0,PRICE_LEVEL_MODERATE,
Los Sifones,"Av. División del Nte. 2804, Parque San Andrés, Coyoacán, 04040 Ciudad de México, CDMX, Mexico",19.347236,-99.1499122,4.4,5695.0,PRICE_LEVEL_MODERATE,https://facebook.com/Los-Sifones-120164304725455/
Taqueria El Paisa Chilaquil Culhucan branch,"Av. San Lorenzo 5708 -B, Cerro de la Estrella, Iztapalapa, 09860 Ciudad de México, CDMX, Mexico",19.3191823,-99.0756025,4.3,5623.0,PRICE_LEVEL_MODERATE,
Cantina La 20 | Polanco,"Andrés Bello 10, Polanco, Polanco IV Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",19.4268283,-99.1957112,4.6,5616.0,PRICE_LEVEL_EXPENSIVE,https://cantina20.com/
Taquería Don Frank,"Eje 6 Sur 258, Reforma Iztaccihuatl Sur, Iztacalco, 08840 Ciudad de México, CDMX, Mexico",19.3771536,-99.1293785,4.6,5601.0,PRICE_LEVEL_MODERATE,https://flow.page/donfranktaquerias
Taquería Los Primos,"Av. Universidad 784, Narvarte Oriente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3928124,-99.1509554,4.4,5558.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/taquerialosprimosmx/
La Casa del Pastor Masaryk,"A. Musset 3, Polanco, Miguel Hidalgo, 11550 Ciudad de México, CDMX, Mexico",19.4319105,-99.1965267,4.3,5529.0,PRICE_LEVEL_MODERATE,https://www.lacasadelpastor.com/
Por Siempre Vegana 2,"Coahuila 169, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.4111942,-99.1637462,4.4,5496.0,PRICE_LEVEL_INEXPENSIVE,https://www.facebook.com/porsiempreveganataqueria/
Taqueria el Caifan,"Balderas 34, Colonia Centro, Centro, Cuauhtémoc, 06050 Ciudad de México, CDMX, Mexico",19.4350229,-99.1472139,4.0,5324.0,PRICE_LEVEL_MODERATE,
Taquería El Paisa de Claveria,"Irapuato 70 esquina, Claveria, Azcapotzalco, 02080 Ciudad de México, CDMX, Mexico",19.465071,-99.1810716,4.2,5319.0,PRICE_LEVEL_MODERATE,
Taquería Beto’s,"Av. Victoria Ote. 4111, Gertrudis Sánchez I Secc, Gustavo A. Madero, 07839 Ciudad de México, CDMX, Mexico",19.4661557,-99.1019864,4.4,5314.0,PRICE_LEVEL_MODERATE,
El Turix,"Av. Emilio Castelar 212, Polanco, Polanco III Secc, Miguel Hidalgo, 11540 Ciudad de México, CDMX, Mexico",19.431227,-99.2011982,4.3,5272.0,PRICE_LEVEL_MODERATE,
Taquería Orinoco,"Av. Yucatán 3, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",19.416402,-99.1672778,4.4,5249.0,,http://www.taqueriaorinoco.com/
Tacos La Chula Revolución,"Av. Revolución 110, Escandón I Secc, Miguel Hidalgo, 11800 Ciudad de México, CDMX, Mexico",19.403928,-99.184346,4.3,5182.0,PRICE_LEVEL_MODERATE,http://www.tacoslachula.com/
Taco Naco,"Av. Insurgentes Sur 411, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX, Mexico",19.408482,-99.167902,4.0,5148.0,PRICE_LEVEL_MODERATE,http://www.taconaco.rest/
La Terraza Palacio Perisur,"AV. ANILLO PERIFERICO SUR. 4690 COL JARDINES DEL PEDREGAL Piso 3 junto a, Gormet Palacio, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",19.3038945,-99.1918482,4.4,5087.0,PRICE_LEVEL_EXPENSIVE,https://gastronomiapalacio.com/pages/la-terraza-palacio
Dragonejo,"Dragon 6, Prado Churubusco, Coyoacán, 04320 Ciudad de México, CDMX, Mexico",19.3584688,-99.1307707,4.2,4980.0,PRICE_LEVEL_MODERATE,
Taquería Tlaquepaque,"Isabel La Católica 16-A, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.4344236,-99.1360596,4.1,4932.0,PRICE_LEVEL_INEXPENSIVE,https://www.facebook.com/Taqueria-Tlaquepaque-226037218115543/
Toks,"Av. Miguel Othón de Mendizábal Ote. 497, Nueva Industrial Vallejo, Gustavo A. Madero, 07700 Ciudad de México, CDMX, Mexico",19.5069224,-99.1473431,4.3,4902.0,PRICE_LEVEL_MODERATE,http://www.toks.com.mx/
El Naranjito,"Petén 636-B, esquina, C. Pilares, Letran Valle, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3753923,-99.1553252,4.2,4878.0,PRICE_LEVEL_INEXPENSIVE,http://elnaranjito.mx/
Taqueria Puerto Mixe Oaxaca,"07300, Calz. Azcapotzalco - La Villa 1260, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4912152,-99.1373648,4.3,4850.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/taquerialosmixeslindavista
El Rancho de Don Juan,"Francisco Fernández del Castillo 2902, Villa de Cortés, Benito Juárez, 03530 Ciudad de México, CDMX, Mexico",19.3859294,-99.1341658,4.1,4773.0,PRICE_LEVEL_MODERATE,http://www.menudeldia.260mb.com/elranchodedonjuan/
Tacos Tony,"Torres Adalid 1702, Narvarte Poniente, Benito Juárez, 03020 Ciudad de México, CDMX, Mexico",19.3888873,-99.1530788,4.0,4762.0,PRICE_LEVEL_MODERATE,
Taquería Los Parados,"Monterrey 333, Roma Sur, Cuauhtémoc, 06760 Ciudad de México, CDMX, Mexico",19.4060716,-99.161278,4.3,4685.0,PRICE_LEVEL_MODERATE,https://www.los-parados.com/
Tacos Los Paisas,"Jesús María 131, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.4269725,-99.1287939,4.5,4667.0,PRICE_LEVEL_INEXPENSIVE,
TACONTENTO,"Londres 106 - 4, Juárez, Cuauhtémoc, 06600 Ciudad de México, CDMX, Mexico",19.425574,-99.163472,4.1,4634.0,PRICE_LEVEL_MODERATE,https://m.facebook.com/Tacontento-102330724898167/
TAQUERIA LOS GÜEROS,"Sur 109-A N° 402 Col, Héroes de Churubusco, Iztapalapa, 09090 Ciudad de México, CDMX, Mexico",19.3614278,-99.1170171,4.4,4628.0,PRICE_LEVEL_MODERATE,https://www.losguerostaqueria.com/
"Las Brasas, S.A. De C.V.","Av Centenario 173-Local A, Merced Gómez, Álvaro Obregón, 01600 Ciudad de México, CDMX, Mexico",19.3663999,-99.2007735,4.5,4524.0,PRICE_LEVEL_MODERATE,http://www.lasbrasas.com.mx/
Taco Express,"Av. San Fernando 556, Manantial Peña Pobre, Tlalpan, 14060 Ciudad de México, CDMX, Mexico",19.2950942,-99.1796334,4.0,4487.0,PRICE_LEVEL_MODERATE,
Los Pastorcitos de Sirloin,"Pedro Romero de Terreros 516-Local C, código 2, Col del Valle Nte, Benito Juárez, 03103 Del Valle Norte, CDMX, Mexico",19.3952639,-99.1672598,4.6,4411.0,PRICE_LEVEL_MODERATE,
El Torito Tacos,"Calle de Mesones 48, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06080 Centro, CDMX, Mexico",19.4285448,-99.1371106,4.4,4405.0,PRICE_LEVEL_INEXPENSIVE,
El Rincón de la Lechuza,"Av. Miguel Ángel de Quevedo 34, Agrícola, Chimalistac, Álvaro Obregón, 01050 Ciudad de México, CDMX, Mexico",19.348836,-99.185786,4.3,4381.0,PRICE_LEVEL_MODERATE,http://elrincondelalechuza.mx/
Taqueria Santa Ana,"Av. H. Escuela Naval Militar 792, Coapa, Presidentes Ejidales 1ra Secc, Coyoacán, 04470 Ciudad de México, CDMX, Mexico",19.3220039,-99.1247876,4.3,4338.0,PRICE_LEVEL_MODERATE,
Tortas y Tacos Ferreria,"Cerrada de las granjas, esquina antiguas, Antigua Calz. de Guadalupe s/n, El Jaguey, Azcapotzalco, 02519 Ciudad de México, CDMX, Mexico",19.4906272,-99.1726035,4.3,4298.0,PRICE_LEVEL_INEXPENSIVE,
Taquería Álvaro Obregón,"Av. Álvaro Obregón 90, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX, Mexico",19.418236,-99.1588415,4.2,4290.0,PRICE_LEVEL_MODERATE,http://taqueriaalvaroo.com/
Tacos El Güero,"Manuel María Contreras 59, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Mexico",19.4389965,-99.1648539,4.6,4270.0,PRICE_LEVEL_INEXPENSIVE,
Taquería Los Parados Universidad,"Av. Universidad 540, Vértiz Narvarte, Benito Juárez, 03600 Ciudad de México, CDMX, Mexico",19.3810853,-99.1575581,4.1,4269.0,PRICE_LEVEL_MODERATE,
Taqueria La Flama,"C. Dr. José María Vértiz 1311, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, Mexico",19.374483,-99.1544156,4.4,4142.0,PRICE_LEVEL_MODERATE,https://www.facebook.com/taquerialaflama1/
Taquería Brasil Copacabana (Vértiz),"Av. División del Nte. 1832, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX, Mexico",19.3680778,-99.1558205,4.2,4136.0,PRICE_LEVEL_MODERATE,http://www.taqueriascopacabana.com/
Taqueria Nacho,"Francisco Fernández del Castillo No 2762, Villa de Cortés, Benito Juárez, 03530 Ciudad de México, CDMX, Mexico",19.3861246,-99.1353471,4.4,4069.0,PRICE_LEVEL_MODERATE,
The Cheesecake Factory Perisur,"Anillo Perif. Blvd. Adolfo López Mateos 4690, Insurgentes Cuicuilco, Coyoacán, 04500 Ciudad de México, CDMX, Mexico",19.3045546,-99.1901196,4.5,4067.0,PRICE_LEVEL_EXPENSIVE,https://thecheesecakefactory.com.mx/?utm_source=TCCF_50505&utm_medium=url_site_gmb&utm_campaign=google_maps
Señor Taco Insurgentes,"Av. Insurgentes Sur 1838, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, Mexico",19.355796,-99.1844548,4.3,4004.0,PRICE_LEVEL_MODERATE,https://srtaco.com.mx/
Los 3 Chinelos,"Av. San Fernando 582 A, Tlalpan Centro I, Tlalpan, 14000 Ciudad de México, CDMX, Mexico",19.2949789,-99.180622,4.3,4001.0,PRICE_LEVEL_INEXPENSIVE,https://es-la.facebook.com/taqueriaslos3chinelos/
PoliTaco,"San Juan de Puerto Rico, San Pedro Zacatenco, Residencial Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, Mexico",19.5083098,-99.1268729,4.4,3978.0,,
La Periquita - Tacos Árabes,"C. Maestro Antonio Caso 125, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Mexico",19.4352943,-99.1631467,4.2,3970.0,PRICE_LEVEL_MODERATE,
TAQUERIA ARANDA'S,"Av Plan de San Luis, Victoria de las Democracias, Azcapotzalco, 02810 Ciudad de México, CDMX, Mexico",19.471038,-99.1659984,4.1,3965.0,PRICE_LEVEL_MODERATE,
El Califa de León,"Av. Ribera de San Cosme 56, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Mexico",19.4410673,-99.159267,4.0,3927.0,PRICE_LEVEL_EXPENSIVE,https://el-califa-de-leon.shop/
Los Cuñados,"Campesinos 281, Progreso del Sur, Iztapalapa, 09810 Ciudad de México, CDMX, Mexico",19.3529462,-99.1117355,4.5,3887.0,PRICE_LEVEL_INEXPENSIVE,https://taqueria-los-cunados.webflow.io/
Tacos Beto Los De Cochinada,"C. Dr. José María Vértiz 1028, Vértiz Narvarte, Benito Juárez, 03600 Ciudad de México, CDMX, Mexico",19.3838888,-99.1522214,4.2,3830.0,PRICE_LEVEL_MODERATE,
Taquería El Paisa,"Cuchilla del Tesoro, 07900 Mexico City, CDMX, Mexico",19.4498455,-99.0575686,4.4,3817.0,PRICE_LEVEL_MODERATE,
Tacos Xotepingo,"Xotepingo 55, Coapa, Emiliano Zapata, Coyoacán, 04815 Ciudad de México, CDMX, Mexico",19.328325,-99.1373348,4.3,3739.0,PRICE_LEVEL_MODERATE,
Taco Naco,"Insurgentes Centro 61, San Rafael, Cuauhtémoc, 06470 Ciudad de México, CDMX, Mexico",19.4369577,-99.1571391,4.0,3721.0,PRICE_LEVEL_MODERATE,
Walmart Express Jardines,"Av. de Las Fuentes 490, Zm Del Valle De Mexico, Jardines del Pedregal, Álvaro Obregón, 01900 Ciudad de México, CDMX, Mexico",19.3181433,-99.21112730000002,4.2,3710.0,,https://super.walmart.com.mx/
Taqueria El Sabinito,"C. 602 Vía Tapo 3153, Cd Lago, 57185 Cdad. Nezahualcóyotl, Méx., Mexico",19.4528635,-99.049366,4.4,3709.0,PRICE_LEVEL_INEXPENSIVE,
Xotepingo,"Armada de Mexico 1464, Coapa, Cafetales I, Coyoacán, 04918 Ciudad de México, CDMX, Mexico",19.3125523,-99.1102214,4.4,3688.0,PRICE_LEVEL_MODERATE,
La Parrilla Suiza,"Tenayuca 44, Narvarte Poniente, Benito Juárez, 03650 Ciudad de México, CDMX, Mexico",19.379436,-99.1579646,4.3,3654.0,PRICE_LEVEL_MODERATE,https://laparrillasuiza.mx/
Taquitos Las Cebollas,"Holbein 185-Pb, Noche Buena, Benito Juárez, 03720 Ciudad de México, CDMX, Mexico",19.3821411,-99.17804660000002,4.3,3618.0,PRICE_LEVEL_MODERATE,http://www.lascebollas.com/men%C3%BA
El Fogoncito (Anzures),"Leibnitz 54, Anzures, Miguel Hidalgo, 11590 Ciudad de México, CDMX, Mexico",19.4270479,-99.1776291,4.4,3618.0,PRICE_LEVEL_MODERATE,http://www.fogoncito.com/
Huaraches y tacos El Güero,"C. Lago Bolsena 173, Los Manzanos, Miguel Hidalgo, 11460 Ciudad de México, CDMX, Mexico",19.44569,-99.1850814,4.4,3615.0,PRICE_LEVEL_INEXPENSIVE,
El Chaparrito,"C. Mitla 1307, Letran Valle, Benito Juárez, 03650 Ciudad de México, CDMX, Mexico",19.3748852,-99.1526833,4.4,3607.0,PRICE_LEVEL_INEXPENSIVE,https://www.facebook.com/p/El-Chaparrito-de-Puebla-100063463602206/
Tortas Gigantes Sur12,"Ermita Iztapalapa #2219, pueblo de Santa Cruz, Iztapalapa, 09700 Ciudad de México, CDMX, Mexico",19.3431081,-99.0402711,4.0,3573.0,PRICE_LEVEL_MODERATE,http://tgsur12ermita.com/
Cantina La 20,"Avenida Miguel Ángel de Quevedo 227 Centro Comercial Oasis, planta alta, Oxtopulco, Coyoacán, 04360 Ciudad de México, CDMX, Mexico",19.3442355,-99.1792357,4.6,3562.0,PRICE_LEVEL_EXPENSIVE,
Taquería Tres Coyotes,"Av. Miguel Ángel de Quevedo 654, Coyoacán, 04000 Ciudad de México, CDMX, Mexico",19.3448568,-99.164156,4.1,3550.0,PRICE_LEVEL_MODERATE,
El Taquito Sotelo,Av. Lomas de Sotelo 885,19.4476915,-99.2146114,4.2,3481.0,PRICE_LEVEL_MODERATE,
Taquería Los Primos,"Calz. Azcapotzalco - La Villa 1250, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX, Mexico",19.4911971,-99.1378013,4.2,3435.0,PRICE_LEVEL_MODERATE,
Los Chenchos,"Moyobamba # 324, Matagalpa # 1030, San Pedro Zacatenco, Gustavo A. Madero, 07360 Ciudad de México, CDMX, Mexico",19.5014815,-99.1253996,4.1,3409.0,PRICE_LEVEL_INEXPENSIVE,
El Pescadito Vito Alessio,"av, Vito Alessio Robles 12, Florida, Álvaro Obregón, 01030 Ciudad de México, CDMX, Mexico",19.3516398,-99.1856451,4.5,3389.0,,
Taquería La Onda,"Barrilaco 420, Lomas - Virreyes, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, Mexico",19.4277699,-99.2113778,4.4,3365.0,PRICE_LEVEL_MODERATE,http://www.laonda.com.mx/
